id_ext_link,id_source,source,url,rating,normalized_rating,reviews_nr,normalized_reviews,last_refresh,id_outlet_info
768719049116381,1-CY2HN6EVRNWDTX,Grab,1-CY2HN6EVRNWDTX,4.2,4,36,4,2020-06-26,5661416500358197
3832874524662784,1-CZEJRAMEEBETFE,Grab,1-CZEJRAMEEBETFE,4.0,3,9,2,2020-06-26,2951670905426208
4344574899648293,1-CYXKR6KZL4EDUE,Grab,1-CYXKR6KZL4EDUE,4.3,5,235,7,2020-06-26,6694995419734698
4475337762046931,1-CZC1EYXZC4J2SE,Grab,1-CZC1EYXZC4J2SE,3.8,2,5,1,2020-06-26,3229071628765560
717269560643184,1-CY3FR3D2TZBJGT,Grab,1-CY3FR3D2TZBJGT,4.4,7,11,2,2020-06-26,7022797898016261
5888182091166454,1-CYNYJ7VEAB6FTX,Grab,1-CYNYJ7VEAB6FTX,4.2,4,105,6,2020-06-26,2653948490102840
6740487290395750,1-CYUURJDZV6LXTX,Grab,1-CYUURJDZV6LXTX,4.5,8,13,2,2020-06-26,1540293754861209
2247595873142952,1-CYUXLFEYRREGUE,Grab,1-CYUXLFEYRREGUE,4.6,9,32,4,2020-06-26,248294482378938
2621854807979738,1-CY4DV2XHL3W2J2,Grab,1-CY4DV2XHL3W2J2,3.9,2,14,2,2020-06-26,8129525691083861
2580881524326424,1-CY2AAGBBR75ZME,Grab,1-CY2AAGBBR75ZME,4.8,10,24,3,2020-06-26,6152504810121810
8203646705875855,1-CY4XJBL1DBDTGE,Grab,1-CY4XJBL1DBDTGE,0.0,1,0,0,2020-06-26,5147307570493922
2009974362506197,1-CZEALEAERJ5ZAT,Grab,1-CZEALEAERJ5ZAT,4.1,3,7,2,2020-06-26,582132141579703
9973038146815939,1-CYTDG3NVE7JVJX,Grab,1-CYTDG3NVE7JVJX,4.7,9,585,9,2020-06-26,1345647755388140
4910768826190954,MYDD09199,Grab,MYDD09199,4.0,3,310,8,2020-06-26,539102070884117
6316893273585256,MYDD08274,Grab,MYDD08274,4.6,9,107,6,2020-06-26,572264420214019
2369981037683198,1-CY6ZR6VDWETKAN,Grab,1-CY6ZR6VDWETKAN,4.5,8,112,6,2020-06-26,4415988181827229
7357518259990969,1-CYLTR6CUNAKYCT,Grab,1-CYLTR6CUNAKYCT,4.3,5,119,6,2020-06-26,6233365631171288
3010918175664669,1-CYLKTYLFLANYV2,Grab,1-CYLKTYLFLANYV2,4.3,5,1080,10,2020-06-26,4409666487632658
7225538977286396,MYDD10865,Grab,MYDD10865,4.4,7,390,8,2020-06-26,8357466272375352
1474510678795153,1-CY5TRBBHDFNTJE,Grab,1-CY5TRBBHDFNTJE,4.3,5,603,9,2020-06-26,6837137457978776
2881200880868780,MYDD09915,Grab,MYDD09915,4.1,3,1785,10,2020-06-26,8839689998752152
7603455206419576,1-CZDZCREVJFV1NJ,Grab,1-CZDZCREVJFV1NJ,4.6,9,14,2,2020-06-26,1275664833224054
2703976133794552,1-CZBADF3KGPM1RE,Grab,1-CZBADF3KGPM1RE,4.5,8,19,3,2020-06-26,537898882106039
7285412880377095,1-CYNYKACGRNK2NN,Grab,1-CYNYKACGRNK2NN,4.1,3,42,4,2020-06-26,2381352031225358
3877104068558088,1-CYVTL4EAAUCWME,Grab,1-CYVTL4EAAUCWME,4.1,3,107,6,2020-06-26,3651068323529438
3514046577439297,MYDD07369,Grab,MYDD07369,4.3,5,5082,10,2020-06-26,7048510647336400
9362307966777365,MYDD10220,Grab,MYDD10220,4.4,7,1638,10,2020-06-26,4666340803074162
5647313882938505,MYDD08952,Grab,MYDD08952,4.5,8,821,10,2020-06-26,6591205597322102
9481667944824814,1-CZDDCUTDTXMXA2,Grab,1-CZDDCUTDTXMXA2,4.5,8,205,7,2020-06-26,6880366101552073
137450970208854,1-CYUVMB3DN6B1DE,Grab,1-CYUVMB3DN6B1DE,4.2,4,1695,10,2020-06-26,8921400823065782
7411391008756980,1-CYMGEBBYKE4TDE,Grab,1-CYMGEBBYKE4TDE,4.7,9,687,9,2020-06-26,8087357835223650
1084899711551733,1-CYLKTYKGHETBNJ,Grab,1-CYLKTYKGHETBNJ,4.2,4,501,9,2020-06-26,4224029869997144
40562648837981,1-CY3UEJAHVNLDTT,Grab,1-CY3UEJAHVNLDTT,4.6,9,562,9,2020-06-26,8481421868629884
3158747075645089,1-CYLBWB4ACN2XEJ,Grab,1-CYLBWB4ACN2XEJ,4.3,5,1581,10,2020-06-26,7490389599338487
8764724148372948,1-CYUBGA4FCN5XUE,Grab,1-CYUBGA4FCN5XUE,4.2,4,1108,10,2020-06-26,8143194603565629
2970036282878422,1-CY4ZAEB1G7KWRA,Grab,1-CY4ZAEB1G7KWRA,4.6,9,356,8,2020-06-26,4358569682709338
1813579027957065,1-CZBXVX52VAAWLE,Grab,1-CZBXVX52VAAWLE,4.4,7,123,6,2020-06-26,1264499222447850
4731601981610275,MYDD10931,Grab,MYDD10931,4.1,3,889,10,2020-06-26,4815868977138382
9295468146493828,1-CZBHUEW3LRBUGN,Grab,1-CZBHUEW3LRBUGN,4.4,7,179,7,2020-06-26,5107660008248932
2603372689085296,MYDD11045,Grab,MYDD11045,4.4,7,173,7,2020-06-26,3547064326881604
2187651111162540,1-CZDXNYC1JUA3AX,Grab,1-CZDXNYC1JUA3AX,4.2,4,13,2,2020-06-26,4637713060967311
3683863169329995,1-CY3JG33ALVEGCA,Grab,1-CY3JG33ALVEGCA,4.5,8,206,7,2020-06-26,7609077374536253
8824034428819730,1-CYTCFETDTYBUGJ,Grab,1-CYTCFETDTYBUGJ,4.1,3,117,6,2020-06-26,1625961861506620
5916015078801370,1-CZDEGB2VVY21UA,Grab,1-CZDEGB2VVY21UA,4.3,5,74,5,2020-06-26,3941106545863225
4106785468703265,1-CYNBJ8LUSBLARX,Grab,1-CYNBJ8LUSBLARX,4.2,4,144,6,2020-06-26,7610123126574974
8365481738062550,1-CYWYBEL3CTUZUE,Grab,1-CYWYBEL3CTUZUE,4.5,8,61,5,2020-06-26,2666858018502630
9967824506881236,1-CY4CG3DAKEV3L2,Grab,1-CY4CG3DAKEV3L2,4.6,9,186,7,2020-06-26,894249806892489
490773144416674,1-CY3XNK22EYKYCT,Grab,1-CY3XNK22EYKYCT,4.4,7,99,6,2020-06-26,690679119891670
6067506235255702,MYDD12728,Grab,MYDD12728,4.0,3,62,5,2020-06-26,6069479583622086
1657694031137067,1-CY2AVTMUCNXZRJ,Grab,1-CY2AVTMUCNXZRJ,4.6,9,193,7,2020-06-26,546786142634150
3266554658603269,1-CYVVJGKZR8EHJA,Grab,1-CYVVJGKZR8EHJA,4.2,4,95,6,2020-06-26,3346686539838535
5320378895357709,1-CY6KVY2JAA5EEJ,Grab,1-CY6KVY2JAA5EEJ,4.7,9,146,6,2020-06-26,7953289185969193
551732967262452,1-CYWCSGJURELGCA,Grab,1-CYWCSGJURELGCA,4.5,8,125,6,2020-06-26,6409370063322528
338893037513301,1-CYLKTYLULBJVJX,Grab,1-CYLKTYLULBJVJX,3.9,2,919,10,2020-06-26,7370499830944488
196397625224526,MYDD11125,Grab,MYDD11125,4.1,3,409,8,2020-06-26,8951552083421595
6482755870616025,1-CZC3CFJWNVNCPA,Grab,1-CZC3CFJWNVNCPA,4.2,4,19,3,2020-06-26,9977366323235060
2083356046467787,1-CYUBEPE2GEMTT2,Grab,1-CYUBEPE2GEMTT2,4.3,5,91,5,2020-06-26,8455875287950824
4835891339898819,1-CZCYKGJKE3VKCJ,Grab,1-CZCYKGJKE3VKCJ,3.9,2,8,2,2020-06-26,4915069430105268
158493658503291,MYDD11737,Grab,MYDD11737,4.1,3,141,6,2020-06-26,4570360846678388
997434389964299,1-CZDZG26FLU52TX,Grab,1-CZDZG26FLU52TX,5.0,10,7,2,2020-06-26,442110031621812
2600478202957107,1-CZDKJ3KAKFBVCE,Grab,1-CZDKJ3KAKFBVCE,4.7,9,3,1,2020-06-26,7804050973976700
9350900100442853,1-CYVTVNB1V8MEV2,Grab,1-CYVTVNB1V8MEV2,4.4,7,58,5,2020-06-26,5455356841818805
1423350813633800,1-CY3JG33ANGBTCN,Grab,1-CY3JG33ANGBTCN,4.3,5,47,4,2020-06-26,2931969780918809
7035903398078180,1-CY4TEFD1J3TGJN,Grab,1-CY4TEFD1J3TGJN,3.7,2,55,4,2020-06-26,4471455078219856
1003639732137549,1-CZD1BCBHGPMGVE,Grab,1-CZD1BCBHGPMGVE,5.0,10,1,1,2020-06-26,265070749944949
9642244340406710,1-CYMVVX22C23VJN,Grab,1-CYMVVX22C23VJN,4.1,3,78,5,2020-06-26,4910399761041614
658666802507792,1-CYX2HAVFGNTKR6,Grab,1-CYX2HAVFGNTKR6,2.0,1,1,1,2020-06-26,6459467038372188
9027382763334712,MYDD12267,Grab,MYDD12267,4.1,3,260,8,2020-06-26,3007876879261268
7856270484056744,MYDD12266,Grab,MYDD12266,4.1,3,468,9,2020-06-26,7359895187917533
4299497387785829,MYDD07494,Grab,MYDD07494,4.0,3,21,3,2020-06-26,1479837158619571
1214849978601658,1-CY2HTKVFVA2HRN,Grab,1-CY2HTKVFVA2HRN,3.6,2,5,1,2020-06-26,956847849939588
927506653698073,1-CZB1HBNKEB4DAT,Grab,1-CZB1HBNKEB4DAT,4.3,5,223,7,2020-06-26,9100030005283124
4849915243382413,MYDD12534,Grab,MYDD12534,4.5,8,778,9,2020-06-26,4095466930025733
2774793608440011,1-CYWFKFTWCF2XMA,Grab,1-CYWFKFTWCF2XMA,4.4,7,596,9,2020-06-26,1681676959969088
547710252389813,1-CY2BPAMHLGECAT,Grab,1-CY2BPAMHLGECAT,4.3,5,57,5,2020-06-26,6726073813690841
6221953316705961,1-CYWKRA2AGPN2A6,Grab,1-CYWKRA2AGPN2A6,4.3,5,874,10,2020-06-26,6312238616220498
9257572428897978,1-CYVTL4D3GXXGLE,Grab,1-CYVTL4D3GXXGLE,4.3,5,169,7,2020-06-26,9039441676783188
2590077903091447,1-CYUKERAFV62YVX,Grab,1-CYUKERAFV62YVX,4.2,4,68,5,2020-06-26,4045863266283541
2068089038778576,1-CYM2CXVAG23ZAE,Grab,1-CYM2CXVAG23ZAE,4.3,5,85,5,2020-06-26,7411760822465437
2883740198765142,MYDD11459,Grab,MYDD11459,4.2,4,406,8,2020-06-26,8719196259121480
5937385027912859,1-CYUCJXMHLXCBRJ,Grab,1-CYUCJXMHLXCBRJ,4.1,3,490,9,2020-06-26,9794103780840523
9069820827892640,1-CY2WUALGGVC1TJ,Grab,1-CY2WUALGGVC1TJ,3.9,2,30,3,2020-06-26,6153876672680577
5490110712631195,1-CYVFJ4MALFXFKA,Grab,1-CYVFJ4MALFXFKA,4.1,3,23,3,2020-06-26,3323719260870019
2004776433775246,1-CY6CT4CTLY5DCN,Grab,1-CY6CT4CTLY5DCN,4.7,9,13,2,2020-06-26,38050898616066
1005960389318103,1-CY2UGABXBCAZL6,Grab,1-CY2UGABXBCAZL6,3.7,2,22,3,2020-06-26,5136591808635908
4916148132643837,1-CZAKL3J1V7XEJA,Grab,1-CZAKL3J1V7XEJA,5.0,10,1,1,2020-06-26,2533730406447149
3964131574464661,MYDD11103,Grab,MYDD11103,4.0,3,145,6,2020-06-26,6718961316378488
7081356137944472,1-CYUCJXMUVKDWVT,Grab,1-CYUCJXMUVKDWVT,3.5,1,6,2,2020-06-26,1431379399961150
4824098068865440,1-CYL3GJLCRXLCNT,Grab,1-CYL3GJLCRXLCNT,4.0,3,271,8,2020-06-26,6550860766658011
4469767250191299,1-CYWWVK4CV6WBLJ,Grab,1-CYWWVK4CV6WBLJ,4.4,7,1300,10,2020-06-26,5404922235937278
4054121067818855,1-CY2BPAMHEAWXET,Grab,1-CY2BPAMHEAWXET,4.5,8,546,9,2020-06-26,1722942138925440
3168032200743954,MYDD11379,Grab,MYDD11379,4.1,3,824,10,2020-06-26,6194004377335233
3024467756752226,1-CYVTVNB1NVLBCX,Grab,1-CYVTVNB1NVLBCX,4.5,8,193,7,2020-06-26,7410976749215769
9002329793700388,1-CZBFFBABVYWVJ6,Grab,1-CZBFFBABVYWVJ6,4.6,9,128,6,2020-06-26,7051582581122938
6634724092454074,MYDD12298,Grab,MYDD12298,4.2,4,450,9,2020-06-26,5835934360197148
4518585970748065,1-CZDVCPNFLXDEC6,Grab,1-CZDVCPNFLXDEC6,3.9,2,38,4,2020-06-26,4831226300059716
9161468711228059,MYDD10468,Grab,MYDD10468,4.2,4,321,8,2020-06-26,9856800087811399
5729491937953027,1-CYMWTXKUG4KWG2,Grab,1-CYMWTXKUG4KWG2,4.2,4,258,8,2020-06-26,5217473200300924
3437648475516819,1-CY6TRFNWGN5VJN,Grab,1-CY6TRFNWGN5VJN,4.1,3,410,8,2020-06-26,7308813156914147
6711736615616248,1-CY5HDE6TC2UHGX,Grab,1-CY5HDE6TC2UHGX,4.6,9,62,5,2020-06-26,4986402666809870
6711613334101769,1-CYUHE8KWLTXWL6,Grab,1-CYUHE8KWLTXWL6,4.1,3,172,7,2020-06-26,8388719111804721
8756619186739655,1-CZCFVJ4YJBK1AN,Grab,1-CZCFVJ4YJBK1AN,4.5,8,36,4,2020-06-26,4192110079015210
7292533006489506,1-CZD3N8CZVBE3NA,Grab,1-CZD3N8CZVBE3NA,3.7,2,6,2,2020-06-26,2445810552512492
1184960983160999,1-CYLBUGDBJZLCJX,Grab,1-CYLBUGDBJZLCJX,4.3,5,187,7,2020-06-26,2316475649106152
7377221149621194,1-CYLKTYJWBFNTJX,Grab,1-CYLKTYJWBFNTJX,4.3,5,765,9,2020-06-26,794913763571214
566981640810285,1-CZCZGFLWLEXVHA,Grab,1-CZCZGFLWLEXVHA,0.0,1,0,0,2020-06-26,8026975740649859
4046986709033937,MYDD11105,Grab,MYDD11105,3.7,2,355,8,2020-06-26,8198760360508772
341319650655716,1-CZDDEFBUUBBWFE,Grab,1-CZDDEFBUUBBWFE,4.4,7,21,3,2020-06-26,9867102516189169
5947980931613486,1-CZACTU4CCPE3JN,Grab,1-CZACTU4CCPE3JN,4.8,10,40,4,2020-06-26,8756942645032712
3211821878515148,1-CYMVVY4JJZDYPE,Grab,1-CYMVVY4JJZDYPE,4.5,8,401,8,2020-06-26,9841846049988290
6643928269824644,1-CYVZNNNBCGEUCJ,Grab,1-CYVZNNNBCGEUCJ,4.7,9,474,9,2020-06-26,2670581769506095
1463099081309258,MYDD12265,Grab,MYDD12265,4.2,4,1012,10,2020-06-26,4400663182565170
4732171173374293,1-CZBJUBAAEUBEEJ,Grab,1-CZBJUBAAEUBEEJ,4.5,8,133,6,2020-06-26,601143417674469
3494039365803674,1-CZDBLUWENYK2VJ,Grab,1-CZDBLUWENYK2VJ,5.0,10,5,1,2020-06-26,3407051378429904
6320627830464633,1-CYUBJE21J3JDGA,Grab,1-CYUBJE21J3JDGA,4.6,9,235,7,2020-06-26,6338194330005837
359255756755963,1-CZDTVVN1A2XGAT,Grab,1-CZDTVVN1A2XGAT,5.0,10,1,1,2020-06-26,5988379619071027
2460529563429559,1-CYMJTEMUFFUVHA,Grab,1-CYMJTEMUFFUVHA,4.2,4,18,3,2020-06-26,9406144990341406
7828279251565780,1-CY4CG3DAJN3HGA,Grab,1-CY4CG3DAJN3HGA,4.3,5,127,6,2020-06-26,6623828426642619
112664814495758,1-CYTWGFLEVJE1A2,Grab,1-CYTWGFLEVJE1A2,4.5,8,714,9,2020-06-26,3858982238326104
5284460384422114,1-CY6DUA3DC8LEVA,Grab,1-CY6DUA3DC8LEVA,3.4,1,16,3,2020-06-26,4542145046797220
8199681611680816,1-CY22C75VNT3FNX,Grab,1-CY22C75VNT3FNX,4.4,7,154,6,2020-06-26,4030217825824647
22189090860135,1-CYWYBEL3EJTEEX,Grab,1-CYWYBEL3EJTEEX,3.4,1,5,1,2020-06-26,3577129198058150
1574804178945332,1-CYUFSBVHLF6DR6,Grab,1-CYUFSBVHLF6DR6,4.5,8,1126,10,2020-06-26,7236817367091796
7139233975487026,1-CYWEL65VALLYME,Grab,1-CYWEL65VALLYME,4.5,8,215,7,2020-06-26,7993698160953669
9533357085371079,1-CYUFRTTXNNCJR6,Grab,1-CYUFRTTXNNCJR6,4.5,8,750,9,2020-06-26,6053010190960137
8780805111802029,1-CY2VA76FVGNKUA,Grab,1-CY2VA76FVGNKUA,4.7,9,1353,10,2020-06-26,3036217026713208
8707826860410137,1-CZDHLF5DA25DSE,Grab,1-CZDHLF5DA25DSE,4.5,8,156,7,2020-06-26,5534103104381143
3328919091398700,MYDD11837,Grab,MYDD11837,4.5,8,2291,10,2020-06-26,4502182888938944
6957450079022715,1-CYNKEYLXNU3DSA,Grab,1-CYNKEYLXNU3DSA,4.2,4,1470,10,2020-06-26,1572824638982816
2060266207179502,1-CY23EPUCJE4FEA,Grab,1-CY23EPUCJE4FEA,4.4,7,446,9,2020-06-26,9913531885377519
4567977970428661,MYDD11113,Grab,MYDD11113,4.4,7,346,8,2020-06-26,6819365119353605
7193591876160254,1-CYNTE7WCJJETWE,Grab,1-CYNTE7WCJJETWE,4.0,3,1489,10,2020-06-26,9768859264779092
9911412963897887,1-CZDVWB5ZGTLHJE,Grab,1-CZDVWB5ZGTLHJE,4.4,7,71,5,2020-06-26,8509495091025106
303818920771908,1-CYXVGXMGLRJDC2,Grab,1-CYXVGXMGLRJDC2,4.7,9,242,7,2020-06-26,4266123540827013
7556526033128607,1-CZAYTEBUJ25JC6,Grab,1-CZAYTEBUJ25JC6,4.6,9,136,6,2020-06-26,2986988047687256
7280399974854933,1-CYXCL76DCGLYJJ,Grab,1-CYXCL76DCGLYJJ,4.6,9,504,9,2020-06-26,8439633775851185
2551917014763384,1-CYVDSAUYVLNJPE,Grab,1-CYVDSAUYVLNJPE,3.9,2,18,3,2020-06-26,9321336309717191
8145911239445436,1-CY6CT4CTR3KBEE,Grab,1-CY6CT4CTR3KBEE,4.6,9,229,7,2020-06-26,88878342890673
4951277435070391,1-CZBXAFNGT6JTC2,Grab,1-CZBXAFNGT6JTC2,4.7,9,76,5,2020-06-26,1414383494640812
3976253459849574,1-CYUHE8KTKBVUPA,Grab,1-CYUHE8KTKBVUPA,4.5,8,485,9,2020-06-26,2029959260955627
8018676143508646,1-CY23AGCCBFDFGT,Grab,1-CY23AGCCBFDFGT,4.4,7,373,8,2020-06-26,6995387924060287
2913212928960221,1-CYWDPGCHVTCBUA,Grab,1-CYWDPGCHVTCBUA,4.4,7,320,8,2020-06-26,8640469225497711
2020697612249093,1-CYXVC7KTRGCFV2,Grab,1-CYXVC7KTRGCFV2,4.3,5,215,7,2020-06-26,2344373967383293
3138768681919156,1-CYWCSGJUNK6CL6,Grab,1-CYWCSGJUNK6CL6,4.2,4,380,8,2020-06-26,479720561203164
2758503850835161,1-CYUVREXVC2TXRX,Grab,1-CYUVREXVC2TXRX,4.3,5,171,7,2020-06-26,4941412357155429
7568365487151070,MYDD08801,Grab,MYDD08801,3.8,2,52,4,2020-06-26,738007426469843
6784245640182299,1-CY4CG3DAJ66HBA,Grab,1-CY4CG3DAJ66HBA,4.3,5,34,4,2020-06-26,84547976438654
8130166790473020,1-CZDEVYUHT73GV6,Grab,1-CZDEVYUHT73GV6,4.8,10,4,1,2020-06-26,2748026466802616
3927848164959408,1-CZCUE2XZEBKJVE,Grab,1-CZCUE2XZEBKJVE,4.5,8,11,2,2020-06-26,2700602870604101
1874892961820717,1-CZDHJ66JN2M1SA,Grab,1-CZDHJ66JN2M1SA,4.8,10,13,2,2020-06-26,4572853432529804
9714030095712808,1-CZEFUFKXEUVHLN,Grab,1-CZEFUFKXEUVHLN,5.0,10,2,1,2020-06-26,6393553226660103
623624899049568,MYDD10091,Grab,MYDD10091,4.2,4,2093,10,2020-06-26,6156422074940066
7610108052427194,1-CZAYAAEXGNKXEJ,Grab,1-CZAYAAEXGNKXEJ,4.6,9,347,8,2020-06-26,4135520851402561
7514482946421221,MYDD10584,Grab,MYDD10584,4.4,7,57,5,2020-06-26,845771056020654
8590112634005278,1-CYXXV72AJ8NWUE,Grab,1-CYXXV72AJ8NWUE,4.9,10,18,3,2020-06-26,9238673911731282
2209818601378832,1-CYTCFETJNJ6DME,Grab,1-CYTCFETJNJ6DME,4.7,9,51,4,2020-06-26,9305155137055094
3136552382945425,MYDD10988,Grab,MYDD10988,3.8,2,221,7,2020-06-26,7038110139824492
4970091646640099,MYDD12688,Grab,MYDD12688,4.4,7,308,8,2020-06-26,8589359856962807
8438135985126494,1-CYTDG3NXA76KCX,Grab,1-CYTDG3NXA76KCX,4.6,9,1137,10,2020-06-26,9815736217049589
1908441855514838,1-CZACTU4CENXDPA,Grab,1-CZACTU4CENXDPA,4.6,9,796,10,2020-06-26,3045034443950588
2584030638145144,1-CYXBRTDHR4BTKE,Grab,1-CYXBRTDHR4BTKE,4.1,3,344,8,2020-06-26,4416394577030073
8526605705206953,MYDD10864,Grab,MYDD10864,4.1,3,418,8,2020-06-26,497185508603214
3870296777969600,1-CYXDRJUFTETZLA,Grab,1-CYXDRJUFTETZLA,4.0,3,363,8,2020-06-26,4096020073732673
8020774598574079,MYDD11115,Grab,MYDD11115,3.5,1,135,6,2020-06-26,9065752314082985
4729623693008914,1-CZC1DGATCKCCAJ,Grab,1-CZC1DGATCKCCAJ,4.0,3,5,1,2020-06-26,9839667812746380
4538335754093450,1-CZAXC7KYV24AV2,Grab,1-CZAXC7KYV24AV2,4.0,3,10,2,2020-06-26,5457328138391894
9396022864795858,MYDD07386,Grab,MYDD07386,4.4,7,3619,10,2020-06-26,1436422428770152
6798204920202824,MYDD08015,Grab,MYDD08015,4.3,5,1355,10,2020-06-26,5421631911194817
840178606206485,MYDD07710,Grab,MYDD07710,4.1,3,1596,10,2020-06-26,7354582419903896
2289326850974874,1-CY6KTGEAAUEBRT,Grab,1-CY6KTGEAAUEBRT,3.8,2,62,5,2020-06-26,202153224562037
6122405816355568,MYDD10651,Grab,MYDD10651,4.1,3,247,7,2020-06-26,1595630611242636
8089583392702127,1-CY3YJ2JCRBUJGA,Grab,1-CY3YJ2JCRBUJGA,4.4,7,647,9,2020-06-26,4269453024159629
9063483433551146,MYDD08975,Grab,MYDD08975,4.5,8,434,9,2020-06-26,5476344204626834
797911395086182,MYDD11748,Grab,MYDD11748,4.5,8,966,10,2020-06-26,256404772887038
7034525638415120,1-CYNFTTE2TB53V2,Grab,1-CYNFTTE2TB53V2,4.5,8,888,10,2020-06-26,571866724476471
6158135654601437,1-CY4JHE2ERKX3N2,Grab,1-CY4JHE2ERKX3N2,4.2,4,183,7,2020-06-26,3848019983227623
8062001146113364,MYDD10209,Grab,MYDD10209,4.1,3,180,7,2020-06-26,305604514268633
7614622942964751,1-CZDKLUADRYKJR2,Grab,1-CZDKLUADRYKJR2,4.8,10,5,1,2020-06-26,8812417377955421
4652229801747302,1-CYLTR6EUUBMZET,Grab,1-CYLTR6EUUBMZET,4.3,5,236,7,2020-06-26,7361231850316629
774766533497686,1-CY61NKMVJECJVT,Grab,1-CY61NKMVJECJVT,4.5,8,33,4,2020-06-26,2365660037395096
2394176986270148,1-CYUANFXUNRDYV2,Grab,1-CYUANFXUNRDYV2,4.3,5,71,5,2020-06-26,6318933841098934
8945729350109412,1-CY2AVTMUGCCUJE,Grab,1-CY2AVTMUGCCUJE,4.6,9,112,6,2020-06-26,1989483506059993
9530752760755295,1-CY6ZR6VDTPLACJ,Grab,1-CY6ZR6VDTPLACJ,4.5,8,36,4,2020-06-26,8014425694519226
2275341103309682,1-CZBWAPDCCLMUAA,Grab,1-CZBWAPDCCLMUAA,4.0,3,1,1,2020-06-26,7305751936815367
4703087681312146,MYDD11463,Grab,MYDD11463,2.7,1,18,3,2020-06-26,1818432687549546
5740971505691963,1-CZCEG4CVUFM3UE,Grab,1-CZCEG4CVUFM3UE,0.0,1,0,0,2020-06-26,2449669000115668
3964122177559289,1-CY3DFEBYWBMGHE,Grab,1-CY3DFEBYWBMGHE,4.9,10,125,6,2020-06-26,9014742195217894
1618462128904900,1-CZDZCJ2CJCCGEX,Grab,1-CZDZCJ2CJCCGEX,0.0,1,0,0,2020-06-26,3040994088416516
2808125280077618,1-CY3DFEBZABTFWA,Grab,1-CY3DFEBZABTFWA,4.9,10,98,6,2020-06-26,5645854377780024
53361030358664,MYDD10446,Grab,MYDD10446,4.7,9,15,3,2020-06-26,9222510632206966
9854208953610649,1-CY2HN6EVT72HJN,Grab,1-CY2HN6EVT72HJN,2.5,1,2,1,2020-06-26,4622320236060579
794920346546466,MYDD08914,Grab,MYDD08914,4.0,3,5881,10,2020-06-26,4577424314754286
6494011866431087,MYDD08013,Grab,MYDD08013,4.2,4,1104,10,2020-06-26,2199579529248034
8942114881538740,MYDD09445,Grab,MYDD09445,4.4,7,1094,10,2020-06-26,1136111092940888
4624953791447517,1-CY2VWFK2R25TTN,Grab,1-CY2VWFK2R25TTN,4.2,4,47,4,2020-06-26,7936642360755335
834523578396728,1-CZDZG26FL3KWA2,Grab,1-CZDZG26FL3KWA2,4.0,3,8,2,2020-06-26,2972148372992167
2915909608809872,1-CZACTAXYL7U1FE,Grab,1-CZACTAXYL7U1FE,3.7,2,9,2,2020-06-26,2063034178424446
1141566084719575,MYDD07619,Grab,MYDD07619,3.8,2,48,4,2020-06-26,155075016856623
id_ext_link,id_source,source,url,rating,normalized_rating,reviews_nr,normalized_reviews,last_refresh,id_outlet_info
id_ext_link,id_source,source,url,rating,normalized_rating,reviews_nr,normalized_reviews,last_refresh,id_outlet_info